RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearExp,DoorType,StNo,HaulNo,Year,month,Day,TimeShot,Stratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,Depth,HaulVal,HydroStNo,StdSpecRecCode,BycSpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,Warpdia,WarpDen,DoorSurface,DoorWgt,DoorSpread,WingSpread,Buoyancy,KiteDim,WgtGroundRope,TowDir,GroundSpeed,SpeedWater,SurCurDir,SurCurSpeed,BotCurDir,BotCurSpeed,WindDir,WindSpeed,SwellDir,SwellHeight,SurTemp,BotTemp,SurSal,BotSal,ThermoCline,ThClineDepth,CodendMesh,SecchiDepth,Turbidity,TidePhase,TideSpeed,PelSampType,MinTrawlDepth,MaxTrawlDepth
HH,NS-IBTS,3,NO,58J3,GOV,60,S,P,24163,354,2015,7,7,0245,-9,15,D,59.6860,3.1777,,,48F3,144,V,597,1,1,C,2.4000,-9,,1809,398,,,4.4000,1075,89.0,,,0.8000,,160,3.7000,,,,,,,,,,12.7,8.3,33.96,35.36,,,,,,,,,,
HH,NS-IBTS,3,NO,58J3,GOV,60,S,P,24167,358,2015,7,7,0941,-9,32,D,59.7292,2.3981,,,48F2,115,V,599,1,1,C,2.9000,-9,,3422,322,,,4.4000,1075,83.0,,,0.8000,,24,3.5000,,,,,,,,,,12.0,8.1,35.16,35.35,,,,,,,,,,
HH,NS-IBTS,3,NO,58J3,GOV,60,S,P,24175,366,2015,7,10,0902,-9,16,D,60.3907,2.5857,,,49F2,85,V,604,1,1,C,2.8000,-9,,1959,268,,,4.4000,1075,78.0,,,0.8000,,163,3.8000,,,,,,,,,,11.4,8.2,35.19,35.35,,,,,,,,,,
HH,NS-IBTS,1,NO,58G2,GOV,110,S,P,60065,65,2016,2,10,0806,-9,20,D,60.2847,3.1900,60.3043,3.1907,49F3,165,V,170,1,1,C,3.1000,-9,,2170,404,,,4.4000,1075,108.1,,,0.8000,,349,3.5000,,,,,,,,,,8.4,8.5,35.20,35.30,,,,,,,,,,
HH,NS-IBTS,1,NO,58G2,GOV,110,S,P,60066,66,2016,2,10,1142,-9,30,D,60.6912,2.5637,60.7210,2.5540,50F2,119,V,171,1,1,C,3.3000,-9,,3369,317,,,4.4000,1075,97.2,,,0.8000,,351,3.6000,,,,,,,,,,8.4,8.5,35.30,35.30,,,,,,,,,,
HH,NS-IBTS,1,NO,58G2,GOV,110,S,P,60067,67,2016,2,10,1529,-9,30,D,60.2985,2.6644,60.2682,2.6882,49F2,96,V,172,1,1,C,3.0000,-9,,3623,309,,,4.4000,1075,103.8,,,0.8000,,162,3.9000,,,,,,,,,,8.0,8.1,35.30,35.30,,,,,,,,,,
HH,NS-IBTS,1,NO,58G2,GOV,110,S,P,60068,68,2016,2,11,0744,-9,29,D,59.7953,2.5988,59.8242,2.6133,48F2,121,V,178,1,1,C,3.2000,-9,,3310,318,,,4.4000,1075,98.7,,,0.8000,,27,3.6000,,,,,,,,,,7.3,7.3,35.20,35.20,,,,,,,,,,
HH,NS-IBTS,1,NO,58G2,GOV,110,S,P,60069,69,2016,2,11,1101,-9,16,D,59.7772,3.1970,59.7925,3.1893,48F3,159,V,179,1,1,C,2.8000,-9,,1756,418,,,4.4000,1075,110.8,,,0.8000,,342,3.5000,,,,,,,,,,,8.0,,35.30,,,,,,,,,,
HH,NS-IBTS,1,GB-SCT,748S,GOV,47,B,P,12,12,2016,1,23,1436,-9,30,D,57.7860,-1.4750,57.7590,-1.4970,44E8,75,V,74SC0009,1,1,R,5.3000,-9,,3293,260,28,,4.5000,1100,74.0,19.0,186,0.7000,,198,3.5000,,304,0.2000,,,200,18,190,3.0000,7.8,7.9,34.79,34.82,,,,,,,,,,
HH,NS-IBTS,1,GB-SCT,748S,GOV,47,B,P,13,13,2016,1,24,0823,-9,30,D,57.8650,-3.0860,57.8650,-3.0280,44E6,84,V,74SC0010,1,1,R,5.0000,-9,,3444,282,28,,4.5000,1100,76.0,19.0,186,0.7000,,91,3.7000,,150,0.1000,,,157,9,156,0.2000,7.3,7.7,34.64,34.76,,,,,,,,,,
HH,NS-IBTS,1,GB-SCT,748S,GOV,47,B,P,14,14,2016,1,24,1005,-9,30,D,57.9670,-2.8940,57.9710,-2.9490,44E7,80,V,74SC0011,1,1,R,4.7000,-9,,3333,280,28,,4.5000,1100,80.0,20.0,186,0.7000,,283,3.5000,,90,0.1000,,,158,9,158,0.2000,7.5,7.5,34.73,34.73,,,,,,,,,,
HH,NS-IBTS,1,GB-SCT,748S,GOV,47,B,P,15,15,2016,1,24,1252,-9,30,D,58.1750,-3.0840,58.1560,-3.1230,45E6,66,V,74SC0012,1,1,R,5.3000,-9,,3231,225,28,,4.5000,1100,69.0,18.0,186,0.7000,,225,3.4000,,30,0.2000,,,123,2,120,0.5000,7.5,7.5,34.69,34.69,,,,,,,,,,
HH,NS-IBTS,1,GB-SCT,748S,GOV,47,B,P,16,16,2016,1,24,1622,-9,30,D,58.4300,-2.5230,58.4600,-2.5140,45E7,70,V,74SC0013,1,1,R,5.0000,-9,,3370,240,28,,4.5000,1100,71.0,18.0,186,0.7000,,12,3.6000,,150,0.1000,,,180,9,180,0.5000,7.6,7.6,34.69,34.69,,,,,,,,,,
HH,NS-IBTS,3,NO,58J3,GOV,110,,P,24186,399,2013,7,25,2021,-9,31,D,60.3717,2.6017,60.4014,2.5797,49F2,84,V,583,1,1,C,4.0000,-9,,3518,380,22,,5.5000,1100,67.0,,,0.7000,,340,3.7000,,,,,,115,3,,1.0000,14.9,7.7,35.16,35.29,,,,,,,,-9,,
HH,NS-IBTS,3,NO,58J3,GOV,110,,P,24174,387,2013,7,23,1138,-9,31,D,60.4100,1.1983,60.3908,1.2447,49F1,144,V,572,1,1,C,4.0000,-9,,3333,580,22,,5.5000,1100,68.0,,,0.7000,,130,3.6000,,,,,,102,5,,2.0000,13.2,6.8,35.26,35.19,,,,,,,,-9,,
HH,NS-IBTS,3,NO,58J3,GOV,110,,P,24189,402,2013,7,26,0636,-9,30,D,60.6133,2.6017,60.6375,2.5603,50F2,111,V,585,1,1,C,4.0000,-9,,3518,440,22,,5.5000,1100,68.0,,,0.7000,,320,3.7000,,,,,,117,2,,1.0000,14.5,7.2,35.30,35.28,,,,,,,,-9,,
HH,NS-IBTS,3,NO,58J3,GOV,110,,P,24190,403,2013,7,26,1047,-9,30,D,60.6317,3.0450,60.6058,3.0756,50F3,164,V,586,1,1,C,4.0000,-9,,3333,610,22,,5.5000,1100,69.0,,,0.7000,,150,3.7000,,,,,,128,1,,1.0000,14.2,8.1,34.20,35.29,,,,,,,,-9,,
HH,NS-IBTS,3,NO,58J3,GOV,110,,P,24207,420,2013,7,30,1942,-9,31,D,60.7117,-0.2617,60.6800,-0.2617,50E9,94,V,596,1,1,C,4.0000,-9,,3518,360,22,,5.5000,1100,69.0,,,0.7000,,180,3.7000,,,,,,266,3,,4.0000,12.9,10.3,35.22,35.18,,,,,,,,-9,,
HH,NS-IBTS,3,NO,58J3,GOV,110,,P,24210,423,2013,7,31,0839,-9,30,D,60.7400,1.2700,60.7658,1.2392,50F1,143,V,598,1,1,C,4.0000,-9,,3333,520,22,,5.5000,1100,68.0,,,0.7000,,330,3.6000,,,,,,241,7,,4.0000,13.4,7.2,35.25,35.26,,,,,,,,-9,,
