RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearExp,DoorType,StNo,HaulNo,Year,month,Day,TimeShot,Stratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,Depth,HaulVal,HydroStNo,StdSpecRecCode,BycSpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,Warpdia,WarpDen,DoorSurface,DoorWgt,DoorSpread,WingSpread,Buoyancy,KiteDim,WgtGroundRope,TowDir,GroundSpeed,SpeedWater,SurCurDir,SurCurSpeed,BotCurDir,BotCurSpeed,WindDir,WindSpeed,SwellDir,SwellHeight,SurTemp,BotTemp,SurSal,BotSal,ThermoCline,ThClineDepth,CodendMesh,SecchiDepth,Turbidity,TidePhase,TideSpeed,PelSampType,MinTrawlDepth,MaxTrawlDepth
HH,SCOWCGFS,1,GB-SCT,748S,GOV,97,I2,P,65,65,2014,2,18,0943,WSQ1,20,D,59.3710,-4.9700,59.3850,-4.9440,47E5,130,V,74SC0054,1,1,R,4.8000,-9,,2293,435,28,,4.5000,1100,96.0,21.0,186,0.7000,,42,3.5000,,286,0.1000,,,83,11,30,2.0000,,,35.25,35.25,,,,,,,,,,
HH,SCOWCGFS,1,GB-SCT,748S,GOV,97,I2,P,66,66,2014,2,18,1238,WSQ1,30,D,59.4990,-4.4180,59.5300,-4.4190,47E5,100,V,74SC0055,1,1,R,4.8000,-9,,3401,330,28,,4.5000,1100,91.0,19.0,186,0.7000,,5,3.7000,,113,0.1000,,,80,13,70,2.5000,,,35.29,35.30,,,,,,,,,,
HH,SCOWCGFS,1,GB-SCT,748S,GOV,97,I2,P,67,67,2014,2,18,1518,WSQ1,30,D,59.7560,-4.4360,59.7850,-4.4290,48E5,115,V,74SC0056,1,1,R,4.7000,-9,,3394,375,28,,4.5000,1100,94.0,20.0,186,0.7000,,20,3.6000,,267,0.1000,,,70,8,50,2.0000,,,35.32,35.32,,,,,,,,,,
HH,SCOWCGFS,1,GB-SCT,748S,GOV,97,I2,P,68,68,2014,2,18,1730,WSQ1,30,D,59.8730,-4.1640,59.8970,-4.1310,48E5,135,V,74SC0057,1,1,R,5.1000,-9,,3459,420,28,,4.5000,1100,95.0,20.0,186,0.7000,,50,3.6000,,45,0.1000,,,55,10,45,2.0000,,,35.33,35.33,,,,,,,,,,
HH,SCOWCGFS,1,GB-SCT,748S,GOV,97,I2,P,69,69,2014,2,19,0647,R1Q1,30,D,59.7940,-4.8660,59.7780,-4.9150,48E5,130,V,74SC0058,1,1,R,5.2000,-9,,3326,430,28,,4.5000,1100,99.0,19.0,186,0.7000,,236,3.6000,,193,0.1000,,,117,8,50,1.5000,,,35.32,35.31,,,,,,,,,,
HH,SCOWCGFS,4,GB-SCT,748S,GOV,97,I2,P,366,366,2017,11,17,0950,LBQ4,30,D,57.0690,-7.0580,57.0990,-7.0380,43E2,142,V,74SC0366,1,1,R,4.9000,-9,,3584,450,28,,4.5000,1100,89.0,20.0,186,0.7000,,16,3.8000,,217,0.3000,,,264,11,260,1.0000,11.9,12.0,34.62,35.17,,,,,,,,,,
HH,SCOWCGFS,4,GB-SCT,748S,GOV,47,I2,P,367,367,2017,11,17,1240,LBQ4,15,D,57.1290,-6.5880,57.1440,-6.5840,43E3,78,V,74SC0367,1,1,R,5.3000,-9,,1789,240,28,,4.5000,1100,72.0,20.0,186,0.7000,,2,3.7000,,298,0.0000,,,270,15,270,1.5000,11.8,12.3,34.62,34.96,,,,,,,,,,
HH,SCOWCGFS,4,GB-SCT,748S,GOV,97,I2,P,368,368,2017,11,18,0746,G1Q4,30,D,58.7850,-6.1930,58.8030,-6.2380,46E3,118,V,74SC0368,1,1,R,5.4000,-9,,3595,385,28,,4.5000,1100,94.0,19.0,186,0.7000,,300,3.6000,,62,0.2000,,,318,20,318,2.0000,11.1,11.1,35.65,35.05,,,,,,,,,,
HH,SCOWCGFS,4,GB-SCT,748S,GOV,97,I2,P,369,369,2017,11,18,1019,G1Q4,30,D,58.7570,-5.7720,58.7690,-5.7170,46E4,110,V,74SC0369,1,1,R,5.2000,-9,,3726,360,28,,4.5000,1100,93.0,19.0,186,0.7000,,59,3.7000,,277,0.2000,,,298,10,298,2.0000,11.3,11.3,34.96,34.96,,,,,,,,,,
HH,SCOWCGFS,4,GB-SCT,748S,GOV,97,I2,P,370,370,2017,11,18,1349,G1Q4,30,D,59.0050,-5.9230,59.0250,-5.9660,47E4,81,V,74SC0370,1,1,R,5.3000,-9,,3641,270,28,,4.5000,1100,84.0,18.0,186,0.7000,,315,3.7000,,197,0.2000,,,310,15,310,3.0000,10.9,10.9,35.13,35.13,,,,,,,,,,
HH,SCOWCGFS,4,GB-SCT,748S,GOV,97,I2,P,371,371,2017,11,18,1615,G1Q4,30,D,59.0800,-5.5830,59.0860,-5.5250,47E4,82,V,74SC0371,1,1,R,5.6000,-9,,3604,270,28,,4.5000,1100,80.0,17.0,186,0.7000,,60,3.7000,,138,0.2000,,,328,17,329,2.0000,10.9,10.8,35.07,35.10,,,,,,,,,,
