RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearExp,DoorType,StNo,HaulNo,Year,month,Day,TimeShot,Stratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,Depth,HaulVal,HydroStNo,StdSpecRecCode,BycSpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,Warpdia,WarpDen,DoorSurface,DoorWgt,DoorSpread,WingSpread,Buoyancy,KiteDim,WgtGroundRope,TowDir,GroundSpeed,SpeedWater,SurCurDir,SurCurSpeed,BotCurDir,BotCurSpeed,WindDir,WindSpeed,SwellDir,SwellHeight,SurTemp,BotTemp,SurSal,BotSal,ThermoCline,ThClineDepth,CodendMesh,SecchiDepth,Turbidity,TidePhase,TideSpeed,PelSampType,MinTrawlDepth,MaxTrawlDepth
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,S0977,153,2014,11,29,0905,4,31,D,49.7442,-8.4653,49.7322,-8.4184,28E1,142,V,S0977,1,1,R,4.3000,-9,,3622,482,26,,4.5000,1300,95.0,,145,0.7000,210,112,3.8000,3.4000,,,,,61,15,,,,,,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,S0978,154,2014,11,29,1200,4,31,D,49.6873,-7.9225,49.6565,-7.9429,28E2,133,V,S0978,1,1,R,4.3000,-9,,3728,472,26,,4.5000,1300,87.0,,145,0.7000,210,204,3.9000,3.7000,,,,,67,6,,,,,,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,S0979,155,2014,11,29,1512,4,31,D,49.7104,-7.3794,49.6759,-7.3719,28E2,122,V,S0979,1,1,R,4.6000,-9,,3880,421,26,,4.5000,1300,85.0,,145,0.7000,210,162,4.0000,3.6000,,,,,28,8,,,,,,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,S0980,156,2014,11,29,1653,4,31,D,49.5871,-7.3304,49.6152,-7.3070,28E2,122,V,S0980,1,1,R,4.6000,-9,,3549,442,26,,4.5000,1300,84.0,,145,0.7000,210,33,3.7000,4.0000,,,,,30,9,,,,,,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,50,D,-9,V0480,1,2017,10,26,1410,3,30,D,47.5453,-4.5374,47.5212,-4.5677,24E5,112,V,V0480,1,1,R,0.9000,-9,,3508,,26,,4.5000,1300,,21.0,145,0.7000,210,,,,,,,,,,,,,,,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,V0481,2,2017,10,27,0902,4,31,D,46.7084,-3.6716,46.7112,-3.7173,22E6,127,V,V0481,1,1,R,0.8000,-9,,3500,,26,,4.5000,1300,,20.0,145,0.7000,210,,,,,,,,,,,,,,,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,V0482,3,2017,10,27,1102,4,20,D,46.6092,-3.9050,46.5881,-3.8997,22E6,136,V,V0482,1,1,R,0.7000,-9,,2381,,26,,4.5000,1300,,19.0,145,0.7000,210,,,,,,,,,,,,,,,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,U0595,87,2016,11,9,1252,5,30,D,48.7154,-9.1781,48.6861,-9.1983,26E0,169,V,U0595,1,1,R,3.4000,-9,,3584,,26,,4.5000,1300,96.5,22.6,,,210,,,,,,,,,,,,,,,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,U0596,88,2016,11,9,1556,6,30,D,48.5002,-9.5081,48.4777,-9.5424,26E0,179,V,U0596,1,1,R,2.9000,-9,,3557,,26,,4.5000,1300,,22.5,,,210,,,,,,,,,,,,,,,,,,,,,,,,,
HH,EVHOE,4,FR,35HT,GOV,100,D,-9,U0597,89,2016,11,10,0732,4,31,D,48.3872,-9.3955,48.4033,-9.3529,25E0,140,V,U0597,1,1,R,3.6000,-9,,3619,,26,,4.5000,1300,97.1,21.0,,,210,,,,,,,,,,,,,,,,,,,,,,,,,
