V1,V2,V3
5.78931818181818,58.8,159.156539916992
5.95772727272728,58.8,238.416549682617
6.12613636363637,58.8,365.406555175781
6.29454545454546,58.8,569.416564941406
6.46295454545455,58.8,661.676513671875
6.63136363636364,58.8,678.656555175781
6.79977272727273,58.8,531.070678710938
6.96818181818182,58.8,687.380676269531
7.13659090909091,58.8,866.120666503906
7.305,58.8,822.880676269531
7.47340909090909,58.8,710.940673828125
7.64181818181818,58.8,637.250671386719
7.81022727272727,58.8,398.265014648438
7.97863636363637,58.8,594.285034179688
8.14704545454546,58.8,487.115020751953
8.31545454545455,58.8,375.625030517578
8.48386363636364,58.8,266.795013427734
8.65227272727273,58.8,242.685028076172
8.82068181818182,58.8,256.265014648438
8.98909090909091,58.8,135.315979003906
9.1575,58.8,54.3859710693359
9.32590909090909,58.8,4.77597188949585
9.49431818181818,58.8,-200.664031982422
9.66272727272727,58.8,-314.89404296875
9.83113636363636,58.8,-388.684020996094
9.99954545454545,58.8,-305.432556152344
10.1679545454545,58.8,-241.952575683594
10.3363636363636,58.8,-183.392562866211
10.5047727272727,58.8,-141.732574462891
10.6731818181818,58.8,-112.572570800781
10.8415909090909,58.8,-67.2725677490234
11.01,58.8,-67.6472854614258
11.1784090909091,58.8,-32.5472869873047
11.3468181818182,58.8,28.5627155303955
11.5152272727273,58.8,101.27271270752
11.6836363636364,58.8,147.132720947266
11.8520454545455,58.8,134.292709350586
12.0204545454545,58.8,137.052719116211
12.1888636363636,58.8,175.259963989258
12.3572727272727,58.8,120.619964599609
12.5256818181818,58.8,55.7099647521973
12.6940909090909,58.8,42.539966583252
12.8625,58.8,42.4999656677246
13.0309090909091,58.8,42.4999656677246
13.1993181818182,58.8,43.8999824523926
13.3677272727273,58.8,43.0499801635742
13.5361363636364,58.8,42.6299819946289
13.7045454545455,58.8,44.3499794006348
13.8729545454545,58.8,52.2699813842773
14.0413636363636,58.8,68.7799835205078
14.2097727272727,58.8,117.098075866699
14.3781818181818,58.8,129.44807434082
14.5465909090909,58.8,130.688079833984
14.715,58.8,168.708084106445
14.8834090909091,58.8,89.9680786132812
15.0518181818182,58.8,130.298080444336
15.2202272727273,58.8,146.208084106445
15.3886363636364,58.8,79.76953125
15.5570454545455,58.8,67.5495300292969
15.7254545454545,58.8,65.139533996582
15.8938636363636,58.8,57.639533996582
16.0622727272727,58.8,95.0895309448242
16.2306818181818,58.8,86.9095306396484
16.3990909090909,58.8,88.6398620605469
16.5675,58.8,69.7598571777344
16.7359090909091,58.8,44.679859161377
16.9043181818182,58.8,37.5098609924316
17.0727272727273,58.8,17.8798599243164
17.2411363636364,58.8,11.739860534668
17.4095454545455,58.8,-8.94907188415527
17.5779545454545,58.8,-8.38907241821289
17.7463636363636,58.8,-26.9290714263916
17.9147727272727,58.8,-35.299072265625
18.0831818181818,58.8,-64.4090728759766
18.2515909090909,58.8,-85.6290740966797
18.42,58.8,-187.409072875977
18.5884090909091,58.8,-263.924194335938
18.7568181818182,58.8,-163.264190673828
18.9252272727273,58.8,-133.704193115234
19.0936363636364,58.8,-137.204193115234
19.2620454545455,58.8,-115.754196166992
19.4304545454545,58.8,-140.754196166992
19.5988636363636,58.8,-145.393783569336
19.7672727272727,58.8,-125.143775939941
19.9356818181818,58.8,-144.063781738281
20.1040909090909,58.8,-132.903778076172
20.2725,58.8,-156.843780517578
20.4409090909091,58.8,-183.933776855469
20.6093181818182,58.8,-163.023773193359
20.7777272727273,58.8,-103.359786987305
20.9461363636364,58.8,-90.4797897338867
21.1145454545455,58.8,-78.2397918701172
21.2829545454545,58.8,-70.149787902832
21.4513636363636,58.8,-67.8597869873047
21.6197727272727,58.8,-58.959789276123
21.7881818181818,58.8,-54.4500007629395
21.9565909090909,58.8,-37.9500007629395
22.125,58.8,-34
-14.925,58.6311111111111,-1094.05004882812
-14.7565909090909,58.6311111111111,-1095.580078125
-14.5881818181818,58.6311111111111,-1114.83264160156
-14.4197727272727,58.6311111111111,-1127.59265136719
-14.2513636363636,58.6311111111111,-1152.07263183594
-14.0829545454545,58.6311111111111,-1207.48266601562
-13.9145454545455,58.6311111111111,-1279.17260742188
-13.7461363636364,58.6311111111111,-1340.19262695312
-13.5777272727273,58.6311111111111,-1390.955078125
-13.4093181818182,58.6311111111111,-1543.39501953125
-13.2409090909091,58.6311111111111,-1638.52502441406
-13.0725,58.6311111111111,-1625.4150390625
-12.9040909090909,58.6311111111111,-1605.51501464844
-12.7356818181818,58.6311111111111,-1620.50500488281
-12.5672727272727,58.6311111111111,-1636.72009277344
-12.3988636363636,58.6311111111111,-1655.0400390625
-12.2304545454545,58.6311111111111,-1672.15002441406
-12.0620454545455,58.6311111111111,-1705.02001953125
-11.8936363636364,58.6311111111111,-1742.39001464844
-11.7252272727273,58.6311111111111,-1767.97998046875
-11.5568181818182,58.6311111111111,-1782.76000976562
-11.3884090909091,58.6311111111111,-1825.78515625
-11.22,58.6311111111111,-1841.17517089844
-11.0515909090909,58.6311111111111,-1857.13525390625
-10.8831818181818,58.6311111111111,-1869.46520996094
-10.7147727272727,58.6311111111111,-1888.38525390625
-10.5463636363636,58.6311111111111,-1889.33520507812
-10.3779545454545,58.6311111111111,-1862.31237792969
-10.2095454545455,58.6311111111111,-1819.39245605469
-10.0411363636364,58.6311111111111,-1862.06237792969
-9.87272727272727,58.6311111111111,-1869.68249511719
-9.70431818181818,58.6311111111111,-1767.59240722656
-9.53590909090909,58.6311111111111,-1563.22241210938
-9.3675,58.6311111111111,-1359.27001953125
-9.19909090909091,58.6311111111111,-1237.23999023438
-9.03068181818182,58.6311111111111,-1053.96997070312
-8.86227272727272,58.6311111111111,-871.059997558594
-8.69386363636363,58.6311111111111,-540.619995117188
-8.52545454545454,58.6311111111111,-472.440002441406
-8.35704545454545,58.6311111111111,-420.779998779297
-8.18863636363636,58.6311111111111,-359.075958251953
-8.02022727272727,58.6311111111111,-201.105941772461
-7.85181818181818,58.6311111111111,-142.005950927734
-7.68340909090909,58.6311111111111,-130.645950317383
-7.515,58.6311111111111,-108.245948791504
-7.34659090909091,58.6311111111111,-96.4959487915039
-7.17818181818182,58.6311111111111,-92.9024963378906
-7.00977272727272,58.6311111111111,-89.5824966430664
-6.84136363636363,58.6311111111111,-95.922492980957
-6.67295454545454,58.6311111111111,-93.5424957275391
-6.50454545454545,58.6311111111111,-87.0224914550781
-6.33613636363636,58.6311111111111,-82.7424926757812
-6.16772727272727,58.6311111111111,-108.737808227539
-5.99931818181818,58.6311111111111,-108.957801818848
-5.83090909090909,58.6311111111111,-114.057807922363
-5.6625,58.6311111111111,-124.57780456543
-5.49409090909091,58.6311111111111,-76.3978042602539
-5.32568181818182,58.6311111111111,-64.7978057861328
-5.15727272727272,58.6311111111111,-46.4078063964844
-4.98886363636363,58.6311111111111,47.4397087097168
-4.82045454545454,58.6311111111111,-18.2302913665771
-4.65204545454545,58.6311111111111,-9.11029052734375
-4.48363636363636,58.6311111111111,-5.50029039382935
