"country_waters","subregion","region","ite_id","Survey_id","hal_id","SurveyName","Project_id","Date","sur_policy","Ship","Gear","Country","Originator","Collator","StNo","HaulNo","CoordRefSys","ShootLat","ShootLong","HaulLat","HaulLong","HaulDepth","Distance","GroundSpeed","WingSpread","DoorSpread","WarpLength","LTREF","PARAM","LTSZC","LTSRC","TYPPL","LTPRP","UnitWgt","LT_Weigth","UnitItem","LT_Items","Shot_timestamp","HaulDur","local_cdi_id"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",417733,131101,317976,"BTS",11607,"2012-09-06 00:00:00+02","CB","11BE","BT4A","BE",1478,730,"2",52,4326,"51.6617","2.7615","51.6337","2.7302","34",3795,"4",NULL,NULL,230,"C_TS_REV","A5","A",NULL,NULL,NULL,"kg/haul",NULL,"items/haul",1,"2012-09-06 06:56:00+02",30,"2000317976"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",405870,131101,317981,"BTS",11607,"2012-09-06 00:00:00+02","CB","11BE","BT4A","BE",1478,730,"36",54,4326,"51.4745","2.3675","51.4597","2.3222","31",3556,"4.9",NULL,NULL,208,"C_TS_REV","A6","A",NULL,NULL,NULL,"kg/haul",NULL,"items/haul",1,"2012-09-06 10:10:00+02",30,"2000317981"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",411436,131101,317981,"BTS",11607,"2012-09-06 00:00:00+02","CB","11BE","BT4A","BE",1478,730,"36",54,4326,"51.4745","2.3675","51.4597","2.3222","31",3556,"4.9",NULL,NULL,208,"C_TS_REV","A7","A",NULL,NULL,NULL,"kg/haul",NULL,"items/haul",1,"2012-09-06 10:10:00+02",30,"2000317981"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",395543,131101,317981,"BTS",11607,"2012-09-06 00:00:00+02","CB","11BE","BT4A","BE",1478,730,"36",54,4326,"51.4745","2.3675","51.4597","2.3222","31",3556,"4.9",NULL,NULL,208,"C_TS_REV","A3","C",NULL,NULL,NULL,"kg/haul",NULL,"items/haul",1,"2012-09-06 10:10:00+02",30,"2000317981"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",418276,131101,317983,"BTS",11607,"2012-09-06 00:00:00+02","CB","11BE","BT4A","BE",1478,730,"1",53,4326,"51.432","2.5598","51.4078","2.531","24",3354,"4.3",NULL,NULL,160,"C_TS_REV","A14","D",NULL,NULL,NULL,"kg/haul","0.061","items/haul",1,"2012-09-06 08:52:00+02",30,"2000317983"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",401095,131101,317983,"BTS",11607,"2012-09-06 00:00:00+02","CB","11BE","BT4A","BE",1478,730,"1",53,4326,"51.432","2.5598","51.4078","2.531","24",3354,"4.3",NULL,NULL,160,"C_TS_REV","C6","C",NULL,NULL,NULL,"kg/haul","0.071","items/haul",1,"2012-09-06 08:52:00+02",30,"2000317983"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",425085,131101,317983,"BTS",11607,"2012-09-06 00:00:00+02","CB","11BE","BT4A","BE",1478,730,"1",53,4326,"51.432","2.5598","51.4078","2.531","24",3354,"4.3",NULL,NULL,160,"C_TS_REV","F3","C",NULL,NULL,NULL,"kg/haul","0.059","items/haul",1,"2012-09-06 08:52:00+02",30,"2000317983"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",394523,131172,318276,"BTS",11607,"2012-08-27 00:00:00+02","CB","11BE","BT4A","BE",1478,730,"86",2,4326,"51.3275","2.6355","51.2923","2.629","21",3938,"4.1",NULL,NULL,127,"C_TS_REV","A5","A",NULL,NULL,NULL,"kg/haul","0.001","items/haul",2,"2012-08-27 16:32:00+02",30,"2000318276"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",410329,131172,318276,"BTS",11607,"2012-08-27 00:00:00+02","CB","11BE","BT4A","BE",1478,730,"86",2,4326,"51.3275","2.6355","51.2923","2.629","21",3938,"4.1",NULL,NULL,127,"C_TS_REV","C1","C",NULL,NULL,NULL,"kg/haul","0.283","items/haul",1,"2012-08-27 16:32:00+02",30,"2000318276"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",393005,131172,318277,"BTS",11607,"2012-08-27 00:00:00+02","CB","11BE","BT4A","BE",1478,730,"40",1,4326,"51.3587","2.933","51.3478","2.9132","16",1833,"4.4",NULL,NULL,90,"C_TS_REV","A2","A",NULL,NULL,NULL,"kg/haul","0.001","items/haul",1,"2012-08-27 15:15:00+02",15,"2000318277"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",419898,131491,319491,"NS-IBTS",11606,"2014-08-04 00:00:00+02","CB","26D4","GOV","DK",2195,730,"41",21,4326,"51.6643","2.8322","51.6331","2.8144","38",3698,"4","22","75.2",250,"RECO_LT","LT-TOT",NULL,NULL,NULL,NULL,"","0","items/haul",0,"2014-08-04 06:32:00+02",30,"2000319491"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",383771,131728,320486,"NS-IBTS",11606,"2014-08-07 00:00:00+02","CB","74E9","GOV","GB",28,730,"2",3,4326,"51.567","2.7677","51.5952","2.7938","30",3595,"3.9",NULL,"55",150,"C_TS_REV","A2","B","UNK",NULL,"AO","kg/haul","0.0009","items/haul",1,"2014-08-07 19:53:00+02",30,"2000320486"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",405295,131728,320486,"NS-IBTS",11606,"2014-08-07 00:00:00+02","CB","74E9","GOV","GB",28,730,"2",3,4326,"51.567","2.7677","51.5952","2.7938","30",3595,"3.9",NULL,"55",150,"C_TS_REV","A2","E","UNK",NULL,NULL,"kg/haul","0.0488","items/haul",1,"2014-08-07 19:53:00+02",30,"2000320486"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",403438,131728,320486,"NS-IBTS",11606,"2014-08-07 00:00:00+02","CB","74E9","GOV","GB",28,730,"2",3,4326,"51.567","2.7677","51.5952","2.7938","30",3595,"3.9",NULL,"55",150,"RECO_LT","LT-TOT",NULL,NULL,NULL,NULL,"kg/haul",NULL,"items/haul",0,"2014-08-07 19:53:00+02",30,"2000320486"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",405956,132077,321811,"NS-IBTS",11606,"2015-02-11 00:00:00+01","CB","74E9","GOV","NL",1340,730,"32F245",45,4326,"51.6059","2.8001","51.5764","2.776","38",3673,"4","20","65",190,"C_TS_REV","A2","A",NULL,NULL,NULL,"g/haul","1","items/haul",1,"2015-02-11 10:03:00+01",30,"2000321811"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",399876,132077,321811,"NS-IBTS",11606,"2015-02-11 00:00:00+01","CB","74E9","GOV","NL",1340,730,"32F245",45,4326,"51.6059","2.8001","51.5764","2.776","38",3673,"4","20","65",190,"C_TS_REV","A7","A",NULL,NULL,NULL,"g/haul","1","items/haul",1,"2015-02-11 10:03:00+01",30,"2000321811"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",420134,132404,322978,"NS-IBTS",11606,"2017-02-21 00:00:00+01","CB","64T2","GOV","NL",1340,730,"32F253",53,4326,"51.6175","2.8098","51.588","2.7743","36",4105,"4",NULL,"70",175,"C_TS_REV","E2","A",NULL,NULL,NULL,"g/haul","2","items/haul",1,"2017-02-21 08:37:00+01",28,"2000322978"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",392515,132404,322978,"NS-IBTS",11606,"2017-02-21 00:00:00+01","CB","64T2","GOV","NL",1340,730,"32F253",53,4326,"51.6175","2.8098","51.588","2.7743","36",4105,"4",NULL,"70",175,"C_TS_REV","A7","A",NULL,NULL,"CL8","g/haul","1","items/haul",1,"2017-02-21 08:37:00+01",28,"2000322978"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",382831,132404,322978,"NS-IBTS",11606,"2017-02-21 00:00:00+01","CB","64T2","GOV","NL",1340,730,"32F253",53,4326,"51.6175","2.8098","51.588","2.7743","36",4105,"4",NULL,"70",175,"C_TS_REV","A2","D",NULL,NULL,"AO;CL1","g/haul","25","items/haul",1,"2017-02-21 08:37:00+01",28,"2000322978"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",386927,132404,322978,"NS-IBTS",11606,"2017-02-21 00:00:00+01","CB","64T2","GOV","NL",1340,730,"32F253",53,4326,"51.6175","2.8098","51.588","2.7743","36",4105,"4",NULL,"70",175,"C_TS_REV","A5","13",NULL,NULL,"CL4","g/haul","1","items/haul",1,"2017-02-21 08:37:00+01",28,"2000322978"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",412157,132677,324081,"NS-IBTS",11606,"2016-02-18 00:00:00+01","CB","35HT","GOV","FR",1031,730,"U0173",73,4326,"51.6295","2.8127","51.6596","2.8291","39",3530,NULL,NULL,"60",171,"RECO_LT","LT-TOT",NULL,"UNK",NULL,NULL,"",NULL,"items/haul",0,"2016-02-18 10:57:00+01",30,"2000324081"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",396687,132783,324500,"NS-IBTS",11606,"2012-01-23 00:00:00+01","CB","35HT","GOV","FR",1031,730,"Q0055",24,4326,"51.6117","2.5322","51.6357","2.5509","41",2965,NULL,"18","56",207,"C_TS_REV","A5",NULL,"UNK",NULL,NULL,"g/haul","13","items/haul",NULL,"2012-01-23 09:10:00+01",30,"2000324500"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",426188,132783,324500,"NS-IBTS",11606,"2012-01-23 00:00:00+01","CB","35HT","GOV","FR",1031,730,"Q0055",24,4326,"51.6117","2.5322","51.6357","2.5509","41",2965,NULL,"18","56",207,"C_TS_REV","A14",NULL,"UNK",NULL,NULL,"g/haul","1","items/haul",NULL,"2012-01-23 09:10:00+01",30,"2000324500"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",422058,132783,324500,"NS-IBTS",11606,"2012-01-23 00:00:00+01","CB","35HT","GOV","FR",1031,730,"Q0055",24,4326,"51.6117","2.5322","51.6357","2.5509","41",2965,NULL,"18","56",207,"C_TS_REV","F3",NULL,"UNK",NULL,NULL,"g/haul","18","items/haul",NULL,"2012-01-23 09:10:00+01",30,"2000324500"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",383299,132887,324884,"NS-IBTS",11606,"2016-02-23 00:00:00+01","CB","74E9","GOV","NL",1340,730,"32F244",44,4326,"51.5963","2.7943","51.5707","2.771","30",3279,"4",NULL,"68",185,"C_TS_REV","A7","A",NULL,NULL,"CL5","g/haul","43","items/haul",1,"2016-02-23 07:33:00+01",27,"2000324884"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",383002,132887,324884,"NS-IBTS",11606,"2016-02-23 00:00:00+01","CB","74E9","GOV","NL",1340,730,"32F244",44,4326,"51.5963","2.7943","51.5707","2.771","30",3279,"4",NULL,"68",185,"C_TS_REV","A6","A",NULL,NULL,"CL4","g/haul","3","items/haul",1,"2016-02-23 07:33:00+01",27,"2000324884"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",395299,133319,326447,"NS-IBTS",11606,"2013-02-14 00:00:00+01","CB","64T2","GOV","NL",1340,730,"31F347",47,4326,"51.476","3.1708","51.5063","3.2098","11",4372,"4",NULL,"72",130,"C_TS_REV","A6","A",NULL,NULL,NULL,"g/haul","2","items/haul",1,"2013-02-14 15:28:00+01",30,"2000326447"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",382657,133319,326447,"NS-IBTS",11606,"2013-02-14 00:00:00+01","CB","64T2","GOV","NL",1340,730,"31F347",47,4326,"51.476","3.1708","51.5063","3.2098","11",4372,"4",NULL,"72",130,"C_TS_REV","A7","A",NULL,NULL,"AO","g/haul","2","items/haul",1,"2013-02-14 15:28:00+01",30,"2000326447"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",424448,133319,326447,"NS-IBTS",11606,"2013-02-14 00:00:00+01","CB","64T2","GOV","NL",1340,730,"31F347",47,4326,"51.476","3.1708","51.5063","3.2098","11",4372,"4",NULL,"72",130,"C_TS_REV","A5","A",NULL,NULL,NULL,"g/haul","3","items/haul",1,"2013-02-14 15:28:00+01",30,"2000326447"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",422441,133319,326447,"NS-IBTS",11606,"2013-02-14 00:00:00+01","CB","64T2","GOV","NL",1340,730,"31F347",47,4326,"51.476","3.1708","51.5063","3.2098","11",4372,"4",NULL,"72",130,"C_TS_REV","A14","A",NULL,NULL,NULL,"g/haul","2","items/haul",1,"2013-02-14 15:28:00+01",30,"2000326447"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",423639,133319,326447,"NS-IBTS",11606,"2013-02-14 00:00:00+01","CB","64T2","GOV","NL",1340,730,"31F347",47,4326,"51.476","3.1708","51.5063","3.2098","11",4372,"4",NULL,"72",130,"C_TS_REV","A5","A",NULL,NULL,NULL,"g/haul","2","items/haul",1,"2013-02-14 15:28:00+01",30,"2000326447"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",423408,133319,326447,"NS-IBTS",11606,"2013-02-14 00:00:00+01","CB","64T2","GOV","NL",1340,730,"31F347",47,4326,"51.476","3.1708","51.5063","3.2098","11",4372,"4",NULL,"72",130,"C_TS_REV","E1","D",NULL,NULL,NULL,"g/haul","4350","items/haul",1,"2013-02-14 15:28:00+01",30,"2000326447"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",407307,133319,326447,"NS-IBTS",11606,"2013-02-14 00:00:00+01","CB","64T2","GOV","NL",1340,730,"31F347",47,4326,"51.476","3.1708","51.5063","3.2098","11",4372,"4",NULL,"72",130,"C_TS_REV","A3","A",NULL,NULL,NULL,"g/haul","1","items/haul",1,"2013-02-14 15:28:00+01",30,"2000326447"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",416989,133319,326447,"NS-IBTS",11606,"2013-02-14 00:00:00+01","CB","64T2","GOV","NL",1340,730,"31F347",47,4326,"51.476","3.1708","51.5063","3.2098","11",4372,"4",NULL,"72",130,"C_TS_REV","A2","B",NULL,NULL,NULL,"g/haul","1","items/haul",1,"2013-02-14 15:28:00+01",30,"2000326447"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",396905,133319,326447,"NS-IBTS",11606,"2013-02-14 00:00:00+01","CB","64T2","GOV","NL",1340,730,"31F347",47,4326,"51.476","3.1708","51.5063","3.2098","11",4372,"4",NULL,"72",130,"C_TS_REV","A2","A",NULL,NULL,NULL,"g/haul","1","items/haul",1,"2013-02-14 15:28:00+01",30,"2000326447"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",411075,134003,329241,"NS-IBTS",11606,"2015-08-08 00:00:00+02","CB","74E9","GOV","GB",28,730,"2",3,4326,"51.5703","2.7712","51.5938","2.793","32",2975,"3.9","19.1","57.7",150,"C_TS_REV","A2","A","UNK",NULL,NULL,"kg/haul","0.003","items/haul",1,"2015-08-08 16:33:00+02",25,"2000329241"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",411089,134003,329241,"NS-IBTS",11606,"2015-08-08 00:00:00+02","CB","74E9","GOV","GB",28,730,"2",3,4326,"51.5703","2.7712","51.5938","2.793","32",2975,"3.9","19.1","57.7",150,"C_TS_REV","A2","B","UNK",NULL,NULL,"kg/haul","0.005","items/haul",1,"2015-08-08 16:33:00+02",25,"2000329241"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",404074,134003,329241,"NS-IBTS",11606,"2015-08-08 00:00:00+02","CB","74E9","GOV","GB",28,730,"2",3,4326,"51.5703","2.7712","51.5938","2.793","32",2975,"3.9","19.1","57.7",150,"C_TS_REV","A3","C","UNK",NULL,NULL,"kg/haul","0.0065","items/haul",1,"2015-08-08 16:33:00+02",25,"2000329241"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",406313,134111,329631,"NS-IBTS",11606,"2016-08-06 00:00:00+02","CB","26D4","GOV","DK",2195,730,"32",17,4326,"51.6299","2.5457","51.616","2.5348","41",1719,"3.7",NULL,"66.9",340,"C_TS_REV","A5","A",NULL,NULL,NULL,"kg/haul","0.001","items/haul",1,"2016-08-06 16:58:00+02",15,"2000329631"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",417453,134334,330423,"NS-IBTS",11606,"2016-08-08 00:00:00+02","CB","74E9","GOV","GB",28,730,"2",4,4326,"51.6338","2.6193","51.6532","2.6358","39",2483,"4","21.3","58.7",150,"C_TS_REV","A5","A","UNK",NULL,NULL,"kg/haul","0.003","items/haul",1,"2016-08-08 15:19:00+02",20,"2000330423"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",410320,134334,330423,"NS-IBTS",11606,"2016-08-08 00:00:00+02","CB","74E9","GOV","GB",28,730,"2",4,4326,"51.6338","2.6193","51.6532","2.6358","39",2483,"4","21.3","58.7",150,"C_TS_REV","A2","A","UNK",NULL,NULL,"kg/haul","0.004","items/haul",1,"2016-08-08 15:19:00+02",20,"2000330423"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",418621,134630,331496,"NS-IBTS",11606,"2012-08-08 00:00:00+02","CB","74E9","GOV","GB",28,730,"2",4,4326,"51.5862","2.7868","51.558","2.76","36",3595,"3.9","21","67",160,"C_TS_REV","A5","A","SBF",NULL,NULL,"kg/haul","0.001","items/haul",1,"2012-08-08 20:04:00+02",30,"2000331496"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",403585,134630,331496,"NS-IBTS",11606,"2012-08-08 00:00:00+02","CB","74E9","GOV","GB",28,730,"2",4,4326,"51.5862","2.7868","51.558","2.76","36",3595,"3.9","21","67",160,"C_TS_REV","A3","A","UNK",NULL,NULL,"kg/haul","0.001","items/haul",1,"2012-08-08 20:04:00+02",30,"2000331496"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",399257,134630,331496,"NS-IBTS",11606,"2012-08-08 00:00:00+02","CB","74E9","GOV","GB",28,730,"2",4,4326,"51.5862","2.7868","51.558","2.76","36",3595,"3.9","21","67",160,"C_TS_REV","A8","B","SBF",NULL,NULL,"kg/haul","0.003","items/haul",1,"2012-08-08 20:04:00+02",30,"2000331496"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",409026,134794,332101,"NS-IBTS",11606,"2018-02-09 00:00:00+01","CB","35HT","GOV","FR",1031,730,"W0132",54,4326,"51.6446","2.56","51.6199","2.5399","42",3090,NULL,"17","61",200,"C_TS_REV","A7","B","UNK",NULL,NULL,"g/haul","12","items/haul",1,"2018-02-09 08:18:00+01",31,"2000332101"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",417828,134794,332101,"NS-IBTS",11606,"2018-02-09 00:00:00+01","CB","35HT","GOV","FR",1031,730,"W0132",54,4326,"51.6446","2.56","51.6199","2.5399","42",3090,NULL,"17","61",200,"C_TS_REV","A2","A","UNK",NULL,NULL,"g/haul","2","items/haul",1,"2018-02-09 08:18:00+01",31,"2000332101"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",416024,134794,332101,"NS-IBTS",11606,"2018-02-09 00:00:00+01","CB","35HT","GOV","FR",1031,730,"W0132",54,4326,"51.6446","2.56","51.6199","2.5399","42",3090,NULL,"17","61",200,"C_TS_REV","A6","C","UNK",NULL,NULL,"g/haul","10","items/haul",1,"2018-02-09 08:18:00+01",31,"2000332101"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",402318,134794,332101,"NS-IBTS",11606,"2018-02-09 00:00:00+01","CB","35HT","GOV","FR",1031,730,"W0132",54,4326,"51.6446","2.56","51.6199","2.5399","42",3090,NULL,"17","61",200,"C_TS_REV","A5","A","UNK",NULL,NULL,"g/haul","1","items/haul",1,"2018-02-09 08:18:00+01",31,"2000332101"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",395122,134794,332101,"NS-IBTS",11606,"2018-02-09 00:00:00+01","CB","35HT","GOV","FR",1031,730,"W0132",54,4326,"51.6446","2.56","51.6199","2.5399","42",3090,NULL,"17","61",200,"C_TS_REV","A8","E","UNK",NULL,NULL,"g/haul","2497","items/haul",1,"2018-02-09 08:18:00+01",31,"2000332101"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",425481,134794,332101,"NS-IBTS",11606,"2018-02-09 00:00:00+01","CB","35HT","GOV","FR",1031,730,"W0132",54,4326,"51.6446","2.56","51.6199","2.5399","42",3090,NULL,"17","61",200,"C_TS_REV","F3","A","UNK",NULL,NULL,"g/haul","2","items/haul",1,"2018-02-09 08:18:00+01",31,"2000332101"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",423150,135859,335928,"NS-IBTS",11606,"2015-02-09 00:00:00+01","CB","35HT","GOV","FR",1031,730,"T0191",92,4326,"51.6185","2.5388","51.6471","2.5607","42",3520,"4","14","57",181,"C_TS_REV","A8","A","UNK",NULL,NULL,"g/haul","1","items/haul",1,"2015-02-09 16:34:00+01",30,"2000335928"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",410903,135859,335928,"NS-IBTS",11606,"2015-02-09 00:00:00+01","CB","35HT","GOV","FR",1031,730,"T0191",92,4326,"51.6185","2.5388","51.6471","2.5607","42",3520,"4","14","57",181,"C_TS_REV","A7","A","UNK",NULL,NULL,"g/haul","1","items/haul",1,"2015-02-09 16:34:00+01",30,"2000335928"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",438857,131578,341098,"BTS",11607,"2013-08-27 00:00:00+02","CB","11BE","BT4A","BE",1478,730,"1",6,4326,"51.4313","2.5585","51.4037","2.5255","24",3839,"3.9",NULL,NULL,160,"C_TS_REV","A1","D",NULL,NULL,NULL,"kg/haul","0.277","items/haul",1,"2013-08-27 07:01:00+02",30,"2000341098"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",438983,131578,341098,"BTS",11607,"2013-08-27 00:00:00+02","CB","11BE","BT4A","BE",1478,730,"1",6,4326,"51.4313","2.5585","51.4037","2.5255","24",3839,"3.9",NULL,NULL,160,"C_TS_REV","A5","A",NULL,NULL,NULL,"kg/haul","0.001","items/haul",1,"2013-08-27 07:01:00+02",30,"2000341098"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",438840,131578,341099,"BTS",11607,"2013-08-27 00:00:00+02","CB","11BE","BT4A","BE",1478,730,"2",7,4326,"51.6193","2.7577","51.6458","2.7368","37",3282,"4.3",NULL,NULL,218,"C_TS_REV","A14","C",NULL,NULL,NULL,"kg/haul","0.046","items/haul",1,"2013-08-27 09:08:00+02",29,"2000341099"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",438942,131599,341132,"BTS",11607,"2013-08-26 00:00:00+02","CB","11BE","BT4A","BE",1478,730,"40",1,4326,"51.3365","2.8885","51.3453","2.9092","15",1743,"3.9",NULL,NULL,90,"C_TS_REV","A5","A",NULL,NULL,NULL,"kg/haul","0.001","items/haul",1,"2013-08-26 13:34:00+02",14,"2000341132"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",438735,131599,341133,"BTS",11607,"2013-08-26 00:00:00+02","CB","11BE","BT4A","BE",1478,730,"36",5,4326,"51.4957","2.3698","51.466","2.3465","35",3677,"3.3",NULL,NULL,223,"C_TS_REV","E1","D",NULL,NULL,NULL,"kg/haul","0.592","items/haul",1,"2013-08-26 19:30:00+02",30,"2000341133"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",438477,134893,341364,"BTS",11607,"2011-09-01 00:00:00+02","CB","11BE","BT4A","BE",1478,730,"1",57,4326,"51.4001","2.5188","51.4217","2.5485","28",3165,NULL,NULL,NULL,190,"RECO_LT","LT-TOT",NULL,NULL,NULL,NULL,"kg/haul","0","items/haul",0,"2011-09-01 11:16:00+02",30,"2000341364"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",438844,134943,341377,"BTS",11607,"2011-08-31 00:00:00+02","CB","11BE","BT4A","BE",1478,730,"36",54,4326,"51.46","2.3195","51.4742","2.3613","33",3306,NULL,NULL,NULL,228,"C_TS_REV","A5","A",NULL,NULL,NULL,"kg/haul","0.001","items/haul",1,"2011-08-31 18:20:00+02",30,"2000341377"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",439011,134943,341377,"BTS",11607,"2011-08-31 00:00:00+02","CB","11BE","BT4A","BE",1478,730,"36",54,4326,"51.46","2.3195","51.4742","2.3613","33",3306,NULL,NULL,NULL,228,"C_TS_REV","A4","A",NULL,NULL,NULL,"kg/haul","0.003","items/haul",1,"2011-08-31 18:20:00+02",30,"2000341377"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",438875,134943,341377,"BTS",11607,"2011-08-31 00:00:00+02","CB","11BE","BT4A","BE",1478,730,"36",54,4326,"51.46","2.3195","51.4742","2.3613","33",3306,NULL,NULL,NULL,228,"C_TS_REV","A7","A",NULL,NULL,NULL,"kg/haul","0.009","items/haul",1,"2011-08-31 18:20:00+02",30,"2000341377"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",438997,134942,341388,"BTS",11607,"2011-08-23 00:00:00+02","CB","11BE","BT4A","BE",1478,730,"2",2,4326,"51.6263","2.7237","51.6508","2.7492","35",3247,NULL,NULL,NULL,110,"C_TS_REV","A14","A",NULL,NULL,NULL,"kg/haul","0.001","items/haul",1,"2011-08-23 06:38:00+02",27,"2000341388"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",439597,131599,341767,"BTS",11607,"2013-08-26 00:00:00+02","CB","11BE","BT4A","BE",1478,730,"86",2,4326,"51.3363","2.6387","51.3043","2.6232","23",3720,"5.4",NULL,NULL,139,"C_TS_REV","A5","A",NULL,NULL,NULL,"kg/haul","0.001","items/haul",1,"2013-08-26 14:53:00+02",29,"2000341767"
"Belgium","Greater North Sea, incl. the Kattegat and the English Channel","North East Atlantic Ocean",444014,137129,343525,"BTS",12509,"2020-09-02 00:00:00+02","CB","11BE","BT4A","BE",1478,730,"36",56,4326,"51.4628","2.3287","51.4785","2.3755","35",3691,NULL,NULL,NULL,216,"RECO_LT","LT-TOT",NULL,NULL,NULL,NULL,"kg/haul","0","items/haul",0,"2020-09-02 16:31:00+02",30,"2000343525"
